user_id,workspace_id,email,role,seat_type
USR-43291,WS-4999,morganvirginia@example.com,Member,"Pro (8,000 credits)"
USR-20965,WS-4999,williamsangela@example.net,Member,"Pro (8,000 credits)"
USR-70067,WS-4999,evalentine@example.net,Builder,Free (500 credits)
USR-93865,WS-4999,tweeks@example.org,Member,Free (500 credits)
USR-43710,WS-4999,anne18@example.com,Member,"Pro (8,000 credits)"
USR-33942,WS-4999,xatkinson@example.org,Member,Free (500 credits)
USR-39061,WS-4999,benjaminscott@example.com,Member,"Pro (8,000 credits)"
USR-17769,WS-4999,hoodbrandon@example.net,Member,"Max (40,000 credits)"
USR-94762,WS-4999,jbrown@example.com,Member,"Max (40,000 credits)"
USR-10757,WS-4999,ericaevans@example.net,Builder,"Pro (8,000 credits)"
USR-67839,WS-4999,ruiznathan@example.com,Member,"Max (40,000 credits)"
USR-26271,WS-4999,timothy27@example.org,Member,Free (500 credits)
USR-28762,WS-4999,mcdonaldrita@example.org,Member,Free (500 credits)
USR-30572,WS-4999,christianmontgomery@example.com,Builder,"Max (40,000 credits)"
USR-28318,WS-4999,yrubio@example.org,Member,"Max (40,000 credits)"
USR-92361,WS-4999,chavezmatthew@example.org,Member,"Max (40,000 credits)"
USR-72591,WS-4999,fullerdouglas@example.org,Member,Free (500 credits)
USR-17435,WS-4999,jennifertran@example.org,Member,"Max (40,000 credits)"
USR-67536,WS-4999,josephjenkins@example.org,Builder,"Pro (8,000 credits)"
USR-13331,WS-4999,ashley45@example.org,Member,Free (500 credits)
USR-44166,WS-4999,drodriguez@example.com,Member,Free (500 credits)
USR-24964,WS-4999,tiffanybrown@example.net,Member,Free (500 credits)
USR-37676,WS-4999,hconley@example.com,Member,"Pro (8,000 credits)"
USR-36426,WS-4999,ryan43@example.org,Member,Free (500 credits)
USR-22788,WS-9111,kroberts@example.org,Admin,Free (500 credits)
USR-48472,WS-9111,tiffanysmith@example.net,Member,"Pro (8,000 credits)"
USR-54683,WS-9111,scottclarke@example.net,Builder,Free (500 credits)
USR-47538,WS-9111,michaelwilliams@example.com,Member,"Pro (8,000 credits)"
USR-38608,WS-9111,ashley22@example.net,Member,"Pro (8,000 credits)"
USR-40201,WS-9111,jamesmiller@example.org,Member,Free (500 credits)
USR-89764,WS-9111,ljuarez@example.org,Member,"Pro (8,000 credits)"
USR-27962,WS-9111,brandiharris@example.org,Member,Free (500 credits)
USR-78100,WS-9111,drandall@example.net,Member,"Pro (8,000 credits)"
USR-55566,WS-9111,juan71@example.org,Member,Free (500 credits)
USR-63676,WS-9111,qanderson@example.com,Member,"Max (40,000 credits)"
USR-42550,WS-9111,annaodom@example.org,Member,Free (500 credits)
USR-31428,WS-9111,bailey05@example.net,Member,"Max (40,000 credits)"
USR-68427,WS-9111,martinezjennifer@example.com,Member,Free (500 credits)
USR-59989,WS-9111,carterdaniel@example.net,Member,"Max (40,000 credits)"
USR-74854,WS-9111,hpalmer@example.net,Member,Free (500 credits)
USR-27612,WS-9111,sanchezchristopher@example.net,Builder,Free (500 credits)
USR-33906,WS-9111,curtisking@example.org,Member,Free (500 credits)
USR-12549,WS-9111,housejoanne@example.com,Member,Free (500 credits)
USR-12318,WS-9111,smills@example.com,Builder,Free (500 credits)
USR-23482,WS-9111,molly20@example.com,Member,Free (500 credits)
USR-26128,WS-9111,gsnyder@example.com,Member,"Max (40,000 credits)"
USR-24423,WS-9111,martineznicole@example.net,Member,Free (500 credits)
USR-87569,WS-9111,michellethomas@example.net,Member,Free (500 credits)
USR-70562,WS-9111,bmartin@example.net,Builder,Free (500 credits)
USR-60953,WS-2199,mharper@example.net,Admin,"Pro (8,000 credits)"
USR-14745,WS-2199,dwaller@example.com,Member,"Max (40,000 credits)"
USR-54374,WS-2199,vallen@example.net,Builder,Free (500 credits)
USR-67092,WS-2199,lisa80@example.com,Member,"Max (40,000 credits)"
USR-77813,WS-2199,susanmichael@example.org,Member,Free (500 credits)
USR-65330,WS-2199,diazalyssa@example.org,Member,Free (500 credits)
USR-52513,WS-2199,qgonzalez@example.org,Member,"Pro (8,000 credits)"
USR-39553,WS-2199,robertsanders@example.com,Member,Free (500 credits)
USR-92996,WS-2199,lambnicole@example.org,Member,Free (500 credits)
USR-14505,WS-2199,samantha94@example.net,Member,"Max (40,000 credits)"
USR-81074,WS-2199,howelljohn@example.net,Member,Free (500 credits)
USR-11791,WS-2199,cyoung@example.com,Member,Free (500 credits)
USR-24816,WS-2199,michael21@example.org,Member,Free (500 credits)
USR-87894,WS-2199,christopher98@example.org,Builder,Free (500 credits)
USR-67668,WS-2199,huntnicole@example.com,Member,"Max (40,000 credits)"
USR-85673,WS-2199,joshua18@example.com,Builder,"Pro (8,000 credits)"
USR-69525,WS-2199,debraharris@example.net,Member,Free (500 credits)
USR-58079,WS-2199,tsnow@example.net,Member,Free (500 credits)
USR-72633,WS-2199,bfuentes@example.org,Member,"Pro (8,000 credits)"
USR-53734,WS-2199,jacobgardner@example.net,Member,Free (500 credits)
USR-61964,WS-2199,glassfrancis@example.org,Member,"Pro (8,000 credits)"
USR-52461,WS-2199,travis43@example.com,Member,"Pro (8,000 credits)"
USR-17458,WS-2199,moorecarl@example.com,Member,Free (500 credits)
USR-67669,WS-2199,blackmary@example.com,Builder,"Pro (8,000 credits)"
USR-24318,WS-2199,veronicabyrd@example.org,Member,Free (500 credits)
USR-64624,WS-2199,elizabeth23@example.net,Member,"Pro (8,000 credits)"
USR-90053,WS-2199,lori81@example.net,Member,Free (500 credits)
USR-72290,WS-6604,kristen26@example.org,Admin,Free (500 credits)
USR-10566,WS-6604,lcannon@example.org,Builder,Free (500 credits)
USR-75258,WS-6604,kestes@example.org,Member,"Max (40,000 credits)"
USR-64776,WS-6604,monique91@example.com,Member,"Pro (8,000 credits)"
USR-69281,WS-6604,wroberts@example.com,Builder,Free (500 credits)
USR-56262,WS-6604,mfox@example.com,Member,Free (500 credits)
USR-94961,WS-6604,adam76@example.com,Member,Free (500 credits)
USR-49324,WS-6604,amandapratt@example.com,Member,"Max (40,000 credits)"
USR-85423,WS-6604,fperkins@example.com,Member,"Pro (8,000 credits)"
USR-52449,WS-6604,susanharris@example.com,Builder,Free (500 credits)
USR-11401,WS-6604,williamsannette@example.com,Member,"Pro (8,000 credits)"
USR-49297,WS-6604,amanda68@example.net,Builder,Free (500 credits)
USR-99814,WS-6604,wprice@example.org,Member,Free (500 credits)
USR-87951,WS-6604,shawn01@example.net,Member,"Pro (8,000 credits)"
USR-40051,WS-6604,ortizvincent@example.net,Member,"Pro (8,000 credits)"
USR-83575,WS-6604,nicholeoconnell@example.com,Member,"Max (40,000 credits)"
USR-62643,WS-6604,lsaunders@example.com,Member,Free (500 credits)
USR-79486,WS-6604,jacksonlouis@example.org,Member,"Pro (8,000 credits)"
USR-50714,WS-6604,danielkline@example.net,Member,"Pro (8,000 credits)"
USR-55004,WS-6604,hwelch@example.com,Member,"Max (40,000 credits)"
USR-77057,WS-6604,williamlopez@example.org,Member,"Pro (8,000 credits)"
USR-17886,WS-6604,gomezvictoria@example.net,Member,Free (500 credits)
USR-15546,WS-6604,asmith@example.com,Member,Free (500 credits)
USR-82473,WS-6604,starkraymond@example.org,Member,"Pro (8,000 credits)"
USR-86834,WS-6604,barnettjames@example.com,Member,Free (500 credits)
USR-82515,WS-6604,monica88@example.org,Member,"Pro (8,000 credits)"
USR-85296,WS-6604,robertmartinez@example.org,Member,"Pro (8,000 credits)"
USR-77950,WS-6604,johnsoncharles@example.net,Builder,"Max (40,000 credits)"
USR-74281,WS-6604,zaustin@example.org,Member,"Pro (8,000 credits)"
USR-95209,WS-6604,cohenbeth@example.org,Member,"Pro (8,000 credits)"
USR-41229,WS-1642,joshua04@example.net,Admin,Free (500 credits)
USR-23035,WS-1642,baileyshannon@example.com,Member,"Pro (8,000 credits)"
USR-12562,WS-1642,robinsonrandy@example.org,Member,"Pro (8,000 credits)"
USR-67624,WS-1642,oliverjohn@example.org,Member,"Max (40,000 credits)"
USR-30893,WS-1642,leroynolan@example.com,Member,Free (500 credits)
USR-49803,WS-1642,fmorrison@example.org,Member,Free (500 credits)
USR-41841,WS-1642,lleonard@example.org,Builder,"Pro (8,000 credits)"
USR-64197,WS-1642,raymond70@example.org,Builder,"Max (40,000 credits)"
USR-21464,WS-1642,geoffreygray@example.org,Member,"Pro (8,000 credits)"
USR-48102,WS-1642,hhoffman@example.com,Member,"Pro (8,000 credits)"
USR-79959,WS-1642,progers@example.org,Member,Free (500 credits)
USR-26159,WS-1642,wpetersen@example.net,Builder,Free (500 credits)
USR-42104,WS-1642,slee@example.com,Builder,"Pro (8,000 credits)"
USR-41086,WS-1642,qjohnson@example.org,Member,"Pro (8,000 credits)"
USR-54750,WS-1642,johnanderson@example.org,Member,Free (500 credits)
USR-45345,WS-1642,angelamcdonald@example.org,Member,"Pro (8,000 credits)"
USR-30869,WS-1642,michael66@example.net,Builder,Free (500 credits)
USR-86119,WS-1642,kennethalvarez@example.org,Member,Free (500 credits)
USR-39789,WS-1642,tleonard@example.com,Member,Free (500 credits)
USR-88112,WS-1642,xmatthews@example.net,Member,"Pro (8,000 credits)"
USR-42276,WS-1642,nfranklin@example.org,Member,"Pro (8,000 credits)"
USR-26094,WS-1642,danielsjoseph@example.com,Member,Free (500 credits)
USR-13763,WS-1642,lanceprice@example.org,Member,Free (500 credits)
USR-33205,WS-1642,manuelbates@example.org,Builder,Free (500 credits)
USR-18923,WS-1642,linda43@example.org,Member,"Max (40,000 credits)"
USR-50799,WS-1642,perezdavid@example.net,Member,Free (500 credits)
USR-62294,WS-1642,michael72@example.com,Member,Free (500 credits)
USR-33120,WS-1642,richardsonlauren@example.net,Member,"Pro (8,000 credits)"
USR-56062,WS-1642,tjohnson@example.net,Member,"Pro (8,000 credits)"
USR-70631,WS-1642,zoemorales@example.net,Member,"Max (40,000 credits)"
USR-22805,WS-1642,kellynelson@example.net,Member,Free (500 credits)
USR-38729,WS-1642,sullivancharlotte@example.com,Member,Free (500 credits)
USR-35963,WS-1642,eric08@example.com,Member,Free (500 credits)
USR-92504,WS-1642,anneperez@example.com,Member,Free (500 credits)
USR-78259,WS-1642,sara95@example.org,Member,Free (500 credits)
USR-24663,WS-1642,rachel99@example.net,Member,"Max (40,000 credits)"
USR-16205,WS-1642,erinjohnson@example.com,Builder,Free (500 credits)
USR-37543,WS-1642,kara16@example.net,Member,"Pro (8,000 credits)"
USR-61594,WS-1642,juandavis@example.com,Member,"Max (40,000 credits)"
USR-68006,WS-1642,heather78@example.org,Builder,Free (500 credits)
USR-98681,WS-1642,rosshunt@example.org,Member,Free (500 credits)
USR-74161,WS-1642,bradleypark@example.net,Member,"Pro (8,000 credits)"
USR-44235,WS-1642,amymontes@example.net,Member,Free (500 credits)
USR-40933,WS-6140,john02@example.com,Admin,Free (500 credits)
USR-55512,WS-6140,odavis@example.com,Member,Free (500 credits)
USR-27981,WS-6140,ginatucker@example.com,Member,Free (500 credits)
USR-41178,WS-6140,adamholt@example.org,Member,Free (500 credits)
USR-94005,WS-6140,helen22@example.net,Member,Free (500 credits)
USR-83828,WS-6140,matthewochoa@example.net,Member,"Max (40,000 credits)"
USR-65657,WS-6140,ericamoore@example.com,Member,Free (500 credits)
USR-63228,WS-6140,dannyroberts@example.com,Builder,"Pro (8,000 credits)"
USR-73780,WS-6140,bradleyhuang@example.com,Member,"Pro (8,000 credits)"
USR-35836,WS-6140,milesshane@example.org,Member,"Max (40,000 credits)"
USR-31144,WS-6140,sean95@example.com,Member,"Max (40,000 credits)"
USR-32032,WS-6140,williamstaylor@example.com,Member,Free (500 credits)
USR-21006,WS-6140,tina94@example.org,Member,Free (500 credits)
USR-94555,WS-6140,ffrye@example.org,Member,"Max (40,000 credits)"
USR-81181,WS-6140,alan14@example.net,Member,Free (500 credits)
USR-90393,WS-6140,denise12@example.net,Member,Free (500 credits)
USR-13626,WS-6140,schroedermary@example.com,Member,"Pro (8,000 credits)"
USR-58219,WS-6140,suzannefox@example.net,Member,"Max (40,000 credits)"
USR-32080,WS-6140,muellermaria@example.net,Member,"Max (40,000 credits)"
USR-90844,WS-6140,nicolas55@example.org,Member,"Pro (8,000 credits)"
USR-58303,WS-6140,andreawood@example.com,Member,"Pro (8,000 credits)"
USR-41375,WS-6140,williamsashley@example.net,Builder,Free (500 credits)
USR-62851,WS-6140,duffytroy@example.com,Member,Free (500 credits)
USR-30641,WS-6140,carrie12@example.net,Member,"Pro (8,000 credits)"
USR-39818,WS-6140,devonwalsh@example.com,Member,"Pro (8,000 credits)"
USR-21752,WS-6140,jeffersontimothy@example.org,Member,Free (500 credits)
USR-58822,WS-6140,johnsoncheryl@example.net,Builder,Free (500 credits)
USR-65763,WS-6140,justinstanley@example.net,Member,Free (500 credits)
USR-65208,WS-6140,bryan02@example.net,Member,"Pro (8,000 credits)"
USR-31556,WS-6140,cphillips@example.net,Builder,Free (500 credits)
USR-98507,WS-6140,ashley71@example.net,Member,Free (500 credits)
USR-52427,WS-6140,ipatterson@example.net,Builder,Free (500 credits)
USR-30232,WS-6140,nnixon@example.org,Member,"Pro (8,000 credits)"
USR-17865,WS-6140,chelsea49@example.net,Builder,"Max (40,000 credits)"
USR-65199,WS-6140,timothy24@example.com,Member,"Pro (8,000 credits)"
USR-79521,WS-6140,charlesjeffrey@example.net,Member,"Pro (8,000 credits)"
USR-68634,WS-6140,thomasbeth@example.net,Member,Free (500 credits)
USR-86122,WS-6140,pward@example.net,Member,Free (500 credits)
USR-67850,WS-6140,ogreen@example.org,Builder,"Max (40,000 credits)"
USR-36584,WS-6140,walkermary@example.net,Member,"Pro (8,000 credits)"
USR-22447,WS-6140,alyssaking@example.com,Builder,"Pro (8,000 credits)"
USR-39752,WS-6140,kperez@example.net,Member,"Pro (8,000 credits)"
USR-24813,WS-8474,yorkerin@example.com,Admin,Free (500 credits)
USR-27600,WS-8474,simssusan@example.net,Member,Free (500 credits)
USR-23381,WS-8474,zgreer@example.net,Member,Free (500 credits)
USR-32446,WS-8474,annahampton@example.org,Builder,Free (500 credits)
USR-58937,WS-8474,sullivanbrandon@example.org,Member,"Pro (8,000 credits)"
USR-11988,WS-8474,stevemartinez@example.org,Member,Free (500 credits)
USR-65833,WS-8474,howellmonica@example.net,Member,"Pro (8,000 credits)"
USR-25035,WS-8474,gary50@example.com,Member,"Pro (8,000 credits)"
USR-26085,WS-8474,nathanmclaughlin@example.com,Builder,Free (500 credits)
USR-74092,WS-8474,velasquezmichael@example.com,Member,"Pro (8,000 credits)"
USR-81936,WS-8474,leah10@example.net,Member,"Pro (8,000 credits)"
USR-41778,WS-8474,michael70@example.net,Member,Free (500 credits)
USR-67655,WS-8474,moodytony@example.org,Member,Free (500 credits)
USR-43871,WS-8474,edwardvelazquez@example.net,Member,Free (500 credits)
USR-97761,WS-8474,lhuff@example.com,Builder,Free (500 credits)
USR-80573,WS-8474,stacy00@example.com,Member,"Max (40,000 credits)"
USR-29783,WS-8474,cshaw@example.org,Builder,"Pro (8,000 credits)"
USR-19778,WS-8474,christinenewman@example.net,Member,"Pro (8,000 credits)"
USR-61454,WS-8474,sponce@example.com,Builder,"Pro (8,000 credits)"
USR-61565,WS-8767,morganbishop@example.org,Admin,"Max (40,000 credits)"
USR-57308,WS-8767,allison42@example.net,Member,"Pro (8,000 credits)"
USR-91870,WS-8767,lewislori@example.net,Builder,"Max (40,000 credits)"
USR-71310,WS-8767,barbara65@example.com,Member,Free (500 credits)
USR-10784,WS-8767,beth53@example.org,Builder,"Max (40,000 credits)"
USR-42602,WS-8767,mwalter@example.org,Member,"Pro (8,000 credits)"
USR-92689,WS-8767,jessicathomas@example.com,Member,"Pro (8,000 credits)"
USR-45826,WS-8767,porterjose@example.net,Builder,Free (500 credits)
USR-85173,WS-8767,victoriajohnson@example.net,Builder,"Max (40,000 credits)"
USR-22484,WS-8767,kimschultz@example.net,Member,"Pro (8,000 credits)"
USR-22975,WS-8767,latoya32@example.net,Member,"Pro (8,000 credits)"
USR-19441,WS-8767,sydney55@example.net,Member,Free (500 credits)
USR-93258,WS-8767,michaelpierce@example.com,Member,"Pro (8,000 credits)"
USR-53834,WS-8767,padillaemily@example.com,Builder,"Max (40,000 credits)"
USR-76025,WS-8767,patricia35@example.org,Member,"Max (40,000 credits)"
USR-27775,WS-8767,adrianpitts@example.com,Builder,"Pro (8,000 credits)"
USR-63081,WS-8767,xfoster@example.com,Member,"Pro (8,000 credits)"
USR-32140,WS-8767,thomasjennifer@example.com,Builder,"Pro (8,000 credits)"
USR-84959,WS-8767,charles39@example.org,Member,"Max (40,000 credits)"
USR-86667,WS-8767,kevingomez@example.com,Member,"Pro (8,000 credits)"
USR-56789,WS-8767,egriffith@example.com,Member,"Pro (8,000 credits)"
USR-51845,WS-8767,joshuascott@example.org,Member,Free (500 credits)
USR-31569,WS-8767,joel03@example.org,Member,Free (500 credits)
USR-62372,WS-8767,mgonzalez@example.com,Member,"Pro (8,000 credits)"
USR-75787,WS-8767,gonzalezjessica@example.org,Member,Free (500 credits)
USR-88777,WS-8767,millerlisa@example.net,Member,"Max (40,000 credits)"
